id,topic,source_id,instruction,input,output
TRAIN_069,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Tín hiệu đèn có thể có hiển thị thời gian không?,Có. Tín hiệu đèn giao thông có thể có hiển thị thời gian hoặc không hiển thị thời gian.
TRAIN_070,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Khi đèn xanh nhưng có người đi bộ đang ở lòng đường thì tài xế cần làm gì?,Người điều khiển phương tiện phải giảm tốc độ hoặc dừng lại để nhường đường cho người đi bộ hoặc xe lăn của người khuyết tật qua đường.
TRAIN_071,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Nếu xe đã đi qua vạch dừng khi đèn chuyển vàng thì có được đi tiếp không?,Có. Nếu đang đi trên vạch dừng hoặc đã đi qua vạch dừng khi tín hiệu đèn màu vàng thì được đi tiếp.
TRAIN_072,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Đèn vàng nhấp nháy có bắt buộc dừng tuyệt đối không?,"Không. Khi đèn vàng nhấp nháy, người điều khiển phương tiện được đi nhưng phải quan sát, giảm tốc độ hoặc dừng lại nhường đường khi cần thiết."
TRAIN_073,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người tham gia giao thông có phải tuân theo vạch kẻ đường không?,Có. Vạch kẻ đường là một loại báo hiệu đường bộ và người tham gia giao thông phải chấp hành theo quy định.
TRAIN_074,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Biển báo hiệu tạm thời có thể được ưu tiên hơn biển báo cố định không?,"Có. Khi hai biển có ý nghĩa khác nhau tại cùng một vị trí, người tham gia giao thông phải chấp hành biển báo hiệu tạm thời."
TRAIN_075,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Báo hiệu đường bộ có bao gồm thiết bị âm thanh không?,Có. Thiết bị âm thanh báo hiệu đường bộ là một thành phần của báo hiệu đường bộ.
TRAIN_076,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Đèn đỏ có cho phép người điều khiển phương tiện đi tiếp không?,Không. Tín hiệu đèn màu đỏ là cấm đi.
TRAIN_077,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Đèn xanh có đồng nghĩa với việc được đi trong mọi trường hợp không?,"Không hoàn toàn. Đèn xanh là được đi, nhưng vẫn phải nhường đường cho người đi bộ hoặc xe lăn của người khuyết tật đang đi ở lòng đường."
TRAIN_078,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Biển phụ có đứng độc lập để chỉ dẫn chính không?,"Theo Điều 11, biển phụ dùng để thuyết minh bổ sung cho các loại biển báo khác như biển cấm, biển nguy hiểm, biển hiệu lệnh và biển chỉ dẫn."
TRAIN_079,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Hiệu lệnh tay phải giơ về phía trước của người điều khiển giao thông được hiểu thế nào?,Tay phải giơ về phía trước báo hiệu người tham gia giao thông ở phía sau và bên phải người điều khiển giao thông phải dừng lại; các hướng khác thực hiện theo quy định cụ thể tại Điều 11.
TRAIN_080,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Bộ trưởng Bộ Giao thông vận tải ban hành quy chuẩn về nội dung gì?,"Bộ trưởng Bộ Giao thông vận tải ban hành quy chuẩn kỹ thuật quốc gia về báo hiệu đường bộ, trừ hiệu lệnh của người điều khiển giao thông."
TRAIN_081,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Hiệu lệnh của người điều khiển giao thông được quy định chi tiết bởi cơ quan nào?,Bộ trưởng Bộ Công an quy định chi tiết về hiệu lệnh của người điều khiển giao thông theo khoản 3 Điều 11.
TRAIN_082,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Vạch kẻ đường có liên quan đến vị trí dừng lại không?,"Có. Vạch kẻ đường có thể chỉ sự phân chia làn đường, vị trí hoặc hướng đi và vị trí dừng lại."
TRAIN_083,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Rào chắn có cho phép phương tiện qua lại không?,Không. Rào chắn dùng để ngăn không cho người và phương tiện qua lại.
TRAIN_084,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Đèn tín hiệu giao thông đứng thứ mấy trong thứ tự ưu tiên báo hiệu đường bộ?,Đèn tín hiệu giao thông đứng sau hiệu lệnh của người điều khiển giao thông và trước biển báo hiệu đường bộ trong thứ tự ưu tiên.
TRAIN_085,bao_hieu_tin_hieu_giao_thong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người đi bộ có phải chấp hành tín hiệu đèn giao thông không?,"Có. Người tham gia giao thông đường bộ, bao gồm người đi bộ, phải chấp hành báo hiệu đường bộ, trong đó có tín hiệu đèn giao thông."
TRAIN_086,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Phương tiện chạy chậm hơn phải đi ở đâu?,Phương tiện tham gia giao thông đường bộ di chuyển với tốc độ thấp hơn phải đi về bên phải theo chiều đi của mình.
TRAIN_087,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Trên đường có nhiều làn cùng chiều, người điều khiển phương tiện phải đi như thế nào?",Người điều khiển phương tiện phải cho xe đi trong một làn đường và chỉ được chuyển làn ở nơi cho phép.
TRAIN_088,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Mỗi lần chuyển làn được chuyển sang mấy làn?,Mỗi lần chuyển làn đường chỉ được phép chuyển sang một làn đường liền kề.
TRAIN_089,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Khi chuyển làn có cần báo tín hiệu trước không?,"Có. Khi chuyển làn đường, người điều khiển phương tiện phải có tín hiệu báo trước."
TRAIN_090,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Khi chuyển làn, người lái xe phải quan sát những hướng nào?","Người lái xe phải quan sát và bảo đảm khoảng cách an toàn với xe phía trước, phía sau và hai bên mới được chuyển làn."
TRAIN_091,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe thô sơ phải đi ở làn nào trên đường một chiều có vạch phân làn?,Xe thô sơ phải đi trên làn đường bên phải trong cùng.
TRAIN_092,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe cơ giới và xe máy chuyên dùng đi ở làn nào trên đường một chiều có vạch phân làn?,Xe cơ giới và xe máy chuyên dùng đi trên làn đường bên trái.
TRAIN_093,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Có được đi vào làn đường dành riêng cho loại phương tiện khác không?,"Không. Trên làn đường dành riêng cho một loại phương tiện hoặc một nhóm phương tiện, người điều khiển loại phương tiện khác không được đi vào làn đó."
TRAIN_094,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe chạy tốc độ thấp có nên đi giữa đường không?,Không. Phương tiện chạy tốc độ thấp hơn phải đi về bên phải theo chiều đi của mình.
TRAIN_095,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe có được chuyển làn ở bất kỳ vị trí nào không?,Không. Người điều khiển phương tiện chỉ được chuyển làn đường ở những nơi cho phép.
TRAIN_096,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Chuyển làn liên tiếp qua nhiều làn cùng lúc có đúng quy định không?,Không. Mỗi lần chuyển làn chỉ được phép chuyển sang một làn đường liền kề.
TRAIN_097,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Trước khi chuyển làn, tài xế cần làm gì?","Tài xế cần có tín hiệu báo trước, quan sát và bảo đảm khoảng cách an toàn với xe phía trước, phía sau và hai bên."
TRAIN_098,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Điều 13 quy định nội dung chính nào?,"Điều 13 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định về sử dụng làn đường."
TRAIN_099,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Trên làn đường dành riêng cho xe buýt, xe khác có được đi vào không nếu không thuộc nhóm được phép?",Không. Người điều khiển loại phương tiện khác không được đi vào làn đường dành riêng cho một loại phương tiện hoặc nhóm phương tiện khác.
TRAIN_100,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Vạch kẻ phân làn có vai trò gì trong việc sử dụng làn đường?,Vạch kẻ phân làn dùng để phân biệt các làn đường cho xe đi cùng chiều; người điều khiển phương tiện phải đi trong một làn đường.
TRAIN_101,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Chuyển làn mà không quan sát có đúng quy định không?,"Không. Khi chuyển làn, người điều khiển phương tiện phải quan sát và bảo đảm khoảng cách an toàn."
TRAIN_102,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Khi chuyển làn, có cần bảo đảm khoảng cách với xe phía sau không?",Có. Người điều khiển phương tiện phải bảo đảm khoảng cách an toàn với xe phía sau trước khi chuyển làn.
TRAIN_103,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Khi chuyển làn, có cần bảo đảm khoảng cách với xe hai bên không?","Có. Khi chuyển làn, người lái xe phải quan sát và bảo đảm khoảng cách an toàn với xe phía trước, phía sau và hai bên."
TRAIN_104,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe cơ giới có phải luôn đi làn bên trái trên đường có vạch phân làn một chiều không?,"Theo Điều 13, trên một chiều đường có vạch kẻ phân làn, xe cơ giới và xe máy chuyên dùng đi trên làn đường bên trái."
TRAIN_105,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe thô sơ đi làn bên trái trên đường một chiều có đúng không?,"Không. Trên một chiều đường có vạch kẻ phân làn, xe thô sơ phải đi trên làn đường bên phải trong cùng."
TRAIN_106,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Phương tiện có tốc độ thấp hơn cần đi bên nào theo chiều đi?,Phương tiện có tốc độ thấp hơn phải đi về bên phải theo chiều đi của mình.
TRAIN_107,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe chuyển làn cần báo hiệu trong trường hợp nào?,"Khi chuyển làn đường, người điều khiển phương tiện phải có tín hiệu báo trước."
TRAIN_108,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Có được chuyển làn nếu nơi đó không cho phép chuyển làn không?,Không. Người điều khiển phương tiện chỉ được chuyển làn đường ở những nơi cho phép.
TRAIN_109,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Đi vào làn dành riêng có thể vi phạm quy định nếu không đúng loại xe không?,"Có. Nếu làn đường dành riêng cho một loại phương tiện hoặc nhóm phương tiện, phương tiện khác không được đi vào làn đó."
TRAIN_110,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Quy định sử dụng làn đường nhằm bảo đảm điều gì?,"Quy định sử dụng làn đường nhằm bảo đảm phương tiện đi đúng làn, chuyển làn an toàn và không đi vào làn dành riêng trái quy định."
TRAIN_111,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Nếu đường có nhiều làn cùng chiều, xe có được chạy lấn sang nhiều làn không?",Không. Người điều khiển phương tiện phải cho xe đi trong một làn đường.
TRAIN_112,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Chuyển làn có cần chú ý xe phía trước không?,"Có. Khi chuyển làn, phải bảo đảm khoảng cách an toàn với xe phía trước."
TRAIN_113,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Chuyển làn có cần chú ý xe phía sau và hai bên không?,"Có. Khi chuyển làn, phải quan sát và bảo đảm khoảng cách an toàn với xe phía sau và hai bên."
TRAIN_114,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Điều 13 có quy định về làn đường dành riêng không?,Có. Điều 13 quy định người điều khiển loại phương tiện khác không được đi vào làn đường dành riêng cho một loại phương tiện hoặc nhóm phương tiện.
TRAIN_115,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe máy chuyên dùng đi ở làn nào trên một chiều đường có vạch phân làn?,Xe máy chuyên dùng đi trên làn đường bên trái.
TRAIN_116,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Xe thô sơ có được đi vào làn bên trái trên đường một chiều có vạch phân làn không?,"Theo Điều 13, xe thô sơ phải đi trên làn đường bên phải trong cùng."
TRAIN_117,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Chuyển làn mà không có tín hiệu báo trước có đúng Điều 13 không?,Không. Điều 13 yêu cầu khi chuyển làn đường phải có tín hiệu báo trước.
TRAIN_118,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Có được chuyển từ làn ngoài cùng bên phải sang nhiều làn bên trái trong một lần không?,Không. Mỗi lần chuyển làn chỉ được phép chuyển sang một làn đường liền kề.
TRAIN_119,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Trên đường nhiều làn cùng chiều, xe phải đi theo mấy làn tại một thời điểm?",Người điều khiển phương tiện phải cho xe đi trong một làn đường.
TRAIN_120,su_dung_lan_duong,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Khi phương tiện khác ở làn bên cạnh quá gần, có nên chuyển làn không?","Không nên. Theo quy định, chỉ được chuyển làn khi đã quan sát và bảo đảm khoảng cách an toàn với xe hai bên."
TRAIN_121,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Người lái xe mô tô hai bánh, xe gắn máy thông thường được chở mấy người?","Người lái xe mô tô hai bánh, xe gắn máy chỉ được chở một người, trừ một số trường hợp được chở tối đa hai người theo quy định."
TRAIN_122,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Khi nào xe mô tô hai bánh, xe gắn máy được chở tối đa hai người?","Các trường hợp được chở tối đa hai người gồm chở người bệnh đi cấp cứu, áp giải người có hành vi vi phạm pháp luật, chở trẻ em dưới 12 tuổi, chở người già yếu hoặc người khuyết tật."
TRAIN_123,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Chở trẻ em dưới 12 tuổi trên xe máy có thuộc trường hợp được chở tối đa hai người không?,"Có. Chở trẻ em dưới 12 tuổi là một trong các trường hợp xe mô tô hai bánh, xe gắn máy được chở tối đa hai người."
TRAIN_124,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Chở người bệnh đi cấp cứu bằng xe máy có được chở tối đa hai người không?,"Có. Chở người bệnh đi cấp cứu là trường hợp được chở tối đa hai người trên xe mô tô hai bánh, xe gắn máy."
TRAIN_125,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.","Người lái xe và người được chở trên xe mô tô, xe gắn máy có phải đội mũ bảo hiểm không?",Có. Người lái xe và người được chở phải đội mũ bảo hiểm theo đúng quy chuẩn kỹ thuật quốc gia và cài quai đúng quy cách.
TRAIN_126,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Đội mũ bảo hiểm nhưng không cài quai đúng quy cách có đúng quy định không?,Không. Người lái xe và người được chở phải đội mũ bảo hiểm và cài quai đúng quy cách.
TRAIN_127,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe mô tô có được đi xe dàn hàng ngang không?,"Không. Người lái xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy không được đi xe dàn hàng ngang."
TRAIN_128,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe mô tô có được đi vào phần đường dành cho người đi bộ không?,"Không. Người lái xe mô tô, xe gắn máy không được đi vào phần đường dành cho người đi bộ và phương tiện khác."
TRAIN_129,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe máy có được sử dụng ô khi điều khiển xe không?,"Không. Người lái xe mô tô, xe gắn máy không được sử dụng ô khi điều khiển xe."
TRAIN_130,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe máy có được sử dụng thiết bị âm thanh không?,"Người lái xe mô tô, xe gắn máy không được sử dụng thiết bị âm thanh, trừ thiết bị trợ thính."
TRAIN_131,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Buông cả hai tay khi lái xe máy có bị cấm không?,"Có. Người lái xe mô tô, xe gắn máy không được buông cả hai tay khi điều khiển xe."
TRAIN_132,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Đi xe bằng một bánh đối với xe mô tô hai bánh có được phép không?,"Không. Người lái xe mô tô, xe gắn máy hai bánh không được đi xe bằng một bánh."
TRAIN_133,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe máy có được dùng xe để kéo hoặc đẩy xe khác không?,"Không. Người lái xe mô tô, xe gắn máy không được sử dụng xe để kéo, đẩy xe khác hoặc vật khác."
TRAIN_134,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe máy có được chở vật cồng kềnh không?,"Không. Người lái xe không được mang, vác và chở vật cồng kềnh hoặc xếp hàng hóa quá giới hạn quy định."
TRAIN_135,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe máy có được chở người đứng trên xe không?,"Không. Người lái xe không được chở người đứng trên xe, giá đèo hàng hoặc ngồi trên tay lái."
TRAIN_136,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe máy có được ngồi một bên để điều khiển xe không?,Không. Người lái xe không được ngồi về một bên điều khiển xe.
TRAIN_137,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người lái xe máy có được đứng hoặc nằm trên xe để điều khiển không?,Không. Người lái xe không được đứng hoặc nằm trên xe để điều khiển xe.
TRAIN_138,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Có được thay người lái xe khi xe đang chạy không?,"Không. Người lái xe mô tô, xe gắn máy không được thay người lái xe khi xe đang chạy."
TRAIN_139,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Có được quay người về phía sau để điều khiển xe máy không?,"Không. Người lái xe mô tô, xe gắn máy không được quay người về phía sau để điều khiển xe."
TRAIN_140,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người được chở trên xe máy có được mang vác vật cồng kềnh không?,"Không. Người được chở trên xe mô tô, xe gắn máy không được mang, vác vật cồng kềnh."
TRAIN_141,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người được chở trên xe máy có được sử dụng ô không?,"Không. Người được chở trên xe mô tô, xe gắn máy không được sử dụng ô."
TRAIN_142,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người ngồi sau xe máy có được bám hoặc kéo phương tiện khác không?,"Không. Người được chở trên xe mô tô, xe gắn máy không được bám, kéo hoặc đẩy các phương tiện khác."
TRAIN_143,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Người ngồi sau xe máy có được đứng trên yên không?,"Không. Người được chở không được đứng trên yên, giá đèo hàng hoặc ngồi trên tay lái."
TRAIN_144,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Hàng hóa trên xe mô tô được vượt quá chiều rộng giá đèo hàng mỗi bên bao nhiêu?,"Xe mô tô, xe gắn máy không được xếp hàng hóa vượt quá chiều rộng giá đèo hàng về mỗi bên 0,3 mét."
TRAIN_145,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Hàng hóa trên xe mô tô được vượt quá phía sau giá đèo hàng bao nhiêu?,"Xe mô tô, xe gắn máy không được xếp hàng hóa vượt quá phía sau giá đèo hàng 0,5 mét theo thiết kế của nhà sản xuất."
TRAIN_146,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Chiều cao xếp hàng hóa trên xe mô tô tính từ mặt đường không được vượt quá bao nhiêu?,Chiều cao xếp hàng hóa tính từ mặt đường xe chạy không được vượt quá 02 mét.
TRAIN_147,xe_mo_to_mu_bao_hiem,LAW36,"Trả lời câu hỏi về luật giao thông đường bộ Việt Nam. Trả lời ngắn gọn, đúng căn cứ, không bịa thông tin.",Áp giải người có hành vi vi phạm pháp luật có được chở tối đa hai người trên xe máy không?,Có. Áp giải người có hành vi vi phạm pháp luật là một trường hợp được chở tối đa hai người.
